id,productName,productDescription,productPrice,productType
4864,Fix San,Fix San_0.78,3.27,Software
4865,Sonair,Sonair_5.56,3.6,Software
4866,It,It_0.8.7,7.11,Service
4867,Stim,Stim_0.68,8.71,Service
4868,Sonair,Sonair_0.7.1,3,Hardware
4869,Alphazap,Alphazap_7.2.5,8.83,Hardware
4870,Stronghold,Stronghold_0.4.3,8.25,Software
4871,Otcom,Otcom_0.49,6.64,Software
4872,Cardguard,Cardguard_0.7.3,9.37,Software
4873,Biodex,Biodex_2.3,3.45,Software
4874,Subin,Subin_0.5.4,6.75,Service
4875,Tin,Tin_7.6,8.7,Service
4876,Cardguard,Cardguard_0.73,7.03,Software
4877,Keylex,Keylex_0.93,4.2,Software
4878,Fintone,Fintone_8.2.2,2.4,Service
4879,It,It_0.7.8,3.31,Hardware
4880,Keylex,Keylex_0.52,9.46,Hardware
4881,Asoka,Asoka_5.9.3,9.76,Service
4882,Zaam-Dox,Zaam-Dox_6.3,7.69,Hardware
4883,Trippledex,Trippledex_8.1,8.53,Hardware
4884,Stringtough,Stringtough_1.3,6.16,Hardware
4885,Fintone,Fintone_8.0,4.96,Hardware
4886,Domainer,Domainer_6.4,7.36,Hardware
4887,Keylex,Keylex_6.5.3,7.2,Software
4888,Mat Lam Tam,Mat Lam Tam_2.0,0.58,Hardware
4889,Pannier,Pannier_0.91,4.98,Software
4890,Daltfresh,Daltfresh_0.2.4,4.03,Software
4891,Toughjoyfax,Toughjoyfax_2.8,6.06,Software
4892,Transcof,Transcof_2.65,6.26,Hardware
4893,Konklab,Konklab_8.3,5.4,Service
4894,Alpha,Alpha_5.1.5,3.06,Service
4895,Bitwolf,Bitwolf_4.3,0.66,Service
4896,Flexidy,Flexidy_0.29,1.88,Service
4897,Prodder,Prodder_0.9.8,8.07,Hardware
4898,Konklux,Konklux_0.9.7,3.88,Hardware
4899,Toughjoyfax,Toughjoyfax_0.48,1.88,Service
4900,Toughjoyfax,Toughjoyfax_1.87,7.31,Hardware
4901,Zoolab,Zoolab_4.22,1.41,Service
4902,Trippledex,Trippledex_0.4.9,0.79,Hardware
4903,Latlux,Latlux_6.25,6.53,Software
4904,Daltfresh,Daltfresh_0.81,3.85,Service
4905,Cookley,Cookley_0.3.1,4.64,Software
4906,Biodex,Biodex_8.7,1.95,Hardware
4907,Zamit,Zamit_0.4.5,0.72,Service
4908,Lotlux,Lotlux_0.9.0,3.39,Software
4909,Ventosanzap,Ventosanzap_0.2.7,0.91,Software
4910,Wrapsafe,Wrapsafe_8.9.7,1.94,Service
4911,Voltsillam,Voltsillam_2.0,5,Software
4912,Flowdesk,Flowdesk_0.13,7.72,Service
4913,Home Ing,Home Ing_0.5.9,5.78,Software
4914,Tres-Zap,Tres-Zap_1.11,4.55,Service
4915,Zathin,Zathin_0.6.4,9.91,Software
4916,Holdlamis,Holdlamis_6.1.3,8.62,Service
4917,Latlux,Latlux_0.16,4.4,Service
4918,Zaam-Dox,Zaam-Dox_8.1.4,9.53,Service
4919,Sonair,Sonair_1.6.6,3.25,Software
4920,Tres-Zap,Tres-Zap_0.72,5.2,Hardware
4921,Rank,Rank_0.74,4.21,Service
4922,Cookley,Cookley_6.2,4.7,Hardware
4923,Sonair,Sonair_3.91,3.11,Hardware
4924,Daltfresh,Daltfresh_3.7.1,3.29,Hardware
4925,Matsoft,Matsoft_7.4.9,2.47,Service
4926,Konklab,Konklab_2.04,5.69,Software
4927,Lotstring,Lotstring_4.1,2.74,Software
4928,Aerified,Aerified_4.1,5.09,Hardware
4929,Regrant,Regrant_8.13,8.9,Hardware
4930,Ventosanzap,Ventosanzap_4.5.7,4.07,Software
4931,Span,Span_1.5,5.87,Service
4932,Treeflex,Treeflex_8.48,6.11,Service
4933,Opela,Opela_0.37,0.43,Service
4934,Fintone,Fintone_0.3.4,8.64,Service
4935,Ventosanzap,Ventosanzap_4.3.1,7.5,Software
4936,Treeflex,Treeflex_0.69,6.86,Hardware
4937,Bytecard,Bytecard_0.7.3,3.77,Hardware
4938,Asoka,Asoka_6.89,5.24,Service
4939,Tin,Tin_8.8.1,5.42,Service
4940,Bitchip,Bitchip_8.68,8.7,Software
4941,Zoolab,Zoolab_0.27,7.83,Software
4942,Stronghold,Stronghold_6.7,8.83,Hardware
4943,Cardify,Cardify_6.1,7.04,Service
4944,Bytecard,Bytecard_0.96,4.43,Software
4945,Cardify,Cardify_0.49,5.83,Hardware
4946,Tempsoft,Tempsoft_4.73,9.46,Software
4947,Viva,Viva_0.63,5.64,Hardware
4948,Y-Solowarm,Y-Solowarm_5.75,9.42,Software
4949,Tin,Tin_0.2.9,1.96,Service
4950,Holdlamis,Holdlamis_0.8.3,5.19,Software
4951,Voltsillam,Voltsillam_6.7,8.97,Service
4952,Ronstring,Ronstring_0.27,8.74,Software
4953,Cardify,Cardify_8.7.4,5.55,Service
4954,Otcom,Otcom_1.7,3.98,Service
4955,Asoka,Asoka_0.6.0,9.17,Service
4956,Otcom,Otcom_0.9.2,9.89,Software
4957,Latlux,Latlux_0.2.6,2.99,Software
4958,Veribet,Veribet_0.1.1,0.24,Hardware
4959,Redhold,Redhold_4.0.8,3.72,Hardware
4960,Cookley,Cookley_9.9.7,3.75,Service
4961,Wrapsafe,Wrapsafe_0.9.3,9.4,Software
4962,Lotlux,Lotlux_0.78,3.12,Hardware
4963,Latlux,Latlux_4.6,0.21,Software
4964,Treeflex,Treeflex_8.51,5.77,Software
4965,Hatity,Hatity_9.9.6,8.96,Hardware
4966,Subin,Subin_0.16,9.16,Software
4967,Zoolab,Zoolab_0.65,4.99,Service
4968,Bitwolf,Bitwolf_4.51,3.48,Software
4969,Tres-Zap,Tres-Zap_8.7.1,6.51,Hardware
4970,Subin,Subin_0.5.4,5.69,Software
4971,Solarbreeze,Solarbreeze_9.69,0.54,Service
4972,Tres-Zap,Tres-Zap_4.61,7.99,Software
4973,Daltfresh,Daltfresh_0.29,0.05,Software
4974,Flexidy,Flexidy_7.22,4.52,Service
4975,Hatity,Hatity_1.38,4.88,Hardware
4976,Matsoft,Matsoft_7.5.0,6.55,Software
4977,Biodex,Biodex_7.4,2.58,Service
4978,Otcom,Otcom_1.1,6.9,Service
4979,Holdlamis,Holdlamis_6.05,4.1,Service
4980,Stringtough,Stringtough_0.2.5,3.87,Hardware
4981,Daltfresh,Daltfresh_0.5.1,6.01,Software
4982,Stim,Stim_0.4.4,7.23,Service
4983,Zathin,Zathin_8.42,2.9,Service
4984,Tres-Zap,Tres-Zap_7.5,7.94,Software
4985,Tresom,Tresom_5.3,0.56,Software
4986,Y-find,Y-find_5.8.5,2.02,Hardware
4987,Namfix,Namfix_0.3.5,8.93,Service
4988,Overhold,Overhold_8.36,4.2,Software
4989,Sub-Ex,Sub-Ex_0.38,7.22,Software
4990,Aerified,Aerified_0.7.6,1.41,Service
4991,Lotstring,Lotstring_0.38,5.48,Service
4992,Alpha,Alpha_7.2,7.62,Service
4993,Y-find,Y-find_3.99,0.08,Hardware
4994,Voltsillam,Voltsillam_9.7,1.48,Hardware
4995,Stronghold,Stronghold_0.3.3,2.57,Service
4996,Otcom,Otcom_0.86,6.84,Software
4997,Subin,Subin_0.68,1.59,Service
4998,Bitchip,Bitchip_1.2.0,3.94,Software
4999,Stim,Stim_0.37,1.79,Service
5000,Transcof,Transcof_7.10,5.73,Service
5001,Zoolab,Zoolab_2.0.5,0.47,Service
5002,Vagram,Vagram_2.3,0.64,Software
5003,Cookley,Cookley_0.7.9,1.22,Hardware
5004,Fixflex,Fixflex_4.6,8.62,Software
5005,Solarbreeze,Solarbreeze_0.50,8.25,Software
5006,Lotstring,Lotstring_7.9.2,7.19,Service
5007,Cookley,Cookley_2.2,1.15,Service
5008,Asoka,Asoka_6.0,3.17,Service
5009,Quo Lux,Quo Lux_1.7,5.5,Software
5010,Konklux,Konklux_6.9,3.46,Service
5011,Holdlamis,Holdlamis_6.0.7,3.88,Hardware
5012,Home Ing,Home Ing_2.5,4.11,Software
5013,Stronghold,Stronghold_0.15,8.34,Service
5014,Rank,Rank_0.6.4,9.9,Hardware
5015,Ronstring,Ronstring_1.08,4.63,Hardware
5016,Temp,Temp_6.63,6.25,Service
5017,Kanlam,Kanlam_6.7.5,4.37,Hardware
5018,Zamit,Zamit_9.4.1,1.96,Software
5019,Ronstring,Ronstring_0.8.7,5.27,Hardware
5020,Zoolab,Zoolab_0.6.1,4.05,Hardware
5021,Sonsing,Sonsing_6.0,3.28,Software
5022,Holdlamis,Holdlamis_7.0,5.87,Software
5023,Stringtough,Stringtough_0.74,7.07,Service
5024,Vagram,Vagram_1.0.8,8.04,Hardware
5025,Trippledex,Trippledex_0.6.7,8.46,Hardware
5026,Tempsoft,Tempsoft_0.7.1,5.58,Hardware
5027,Job,Job_0.5.2,4.58,Software
5028,Bytecard,Bytecard_8.9,9.45,Software
5029,Keylex,Keylex_8.4.0,9.52,Hardware
5030,Flowdesk,Flowdesk_8.04,0.47,Hardware
5031,Voyatouch,Voyatouch_0.19,1.89,Software
5032,Domainer,Domainer_9.0,4.49,Software
5033,Transcof,Transcof_4.69,3.73,Hardware
5034,Alpha,Alpha_0.76,6.22,Software
5035,Zaam-Dox,Zaam-Dox_6.4,3.73,Software
5036,Andalax,Andalax_2.6.8,0.92,Service
5037,Cardguard,Cardguard_0.62,8.46,Service
5038,Keylex,Keylex_0.2.8,7.03,Hardware
5039,Latlux,Latlux_2.07,3.17,Service
5040,Asoka,Asoka_4.1,5.08,Service
5041,Bigtax,Bigtax_6.68,5.21,Software
5042,Bigtax,Bigtax_0.33,9.34,Service
5043,Keylex,Keylex_0.3.6,2.6,Software
5044,Pannier,Pannier_6.27,7.03,Software
5045,Flowdesk,Flowdesk_5.7,9.74,Service
5046,Voltsillam,Voltsillam_0.78,7.8,Service
5047,Alpha,Alpha_0.3.3,9.96,Hardware
5048,Y-Solowarm,Y-Solowarm_0.2.2,8.11,Hardware
5049,Tempsoft,Tempsoft_9.68,9.14,Software
5050,Subin,Subin_0.18,0.06,Service
5051,Domainer,Domainer_8.8.8,1.78,Software
5052,Zontrax,Zontrax_7.4,8.1,Service
5053,Home Ing,Home Ing_3.47,0.28,Service
5054,Tresom,Tresom_4.6.7,9.67,Hardware
5055,Matsoft,Matsoft_6.93,0.4,Service
5056,Domainer,Domainer_7.55,6.86,Software
5057,Voltsillam,Voltsillam_1.84,0.98,Hardware
5058,Span,Span_3.70,5.96,Service
5059,Lotlux,Lotlux_3.69,1.56,Software
5060,Stim,Stim_0.42,3.7,Hardware
5061,Stim,Stim_0.27,7.49,Service
5062,Bitchip,Bitchip_0.5.9,9.4,Software
5063,Lotstring,Lotstring_7.5.8,5.83,Software
5064,Cardify,Cardify_0.62,4.05,Hardware
5065,Tampflex,Tampflex_2.3.4,1.42,Hardware
5066,Alpha,Alpha_0.62,3.88,Service
5067,Andalax,Andalax_2.5.3,3.78,Hardware
5068,Tresom,Tresom_0.19,5.79,Service
5069,Cookley,Cookley_0.82,7.94,Service
5070,Opela,Opela_0.9.6,0.01,Hardware
5071,Tampflex,Tampflex_0.11,2.4,Software
5072,Tin,Tin_6.8.3,2.65,Hardware
5073,Duobam,Duobam_4.8.1,9.4,Software
5074,Zontrax,Zontrax_0.5.9,0.3,Software
5075,Otcom,Otcom_9.93,7.57,Hardware
5076,Bytecard,Bytecard_8.8.9,5.03,Service
5077,Redhold,Redhold_5.8.9,8.62,Software
5078,Zoolab,Zoolab_0.12,0.98,Service
5079,Zamit,Zamit_1.9,5.99,Hardware
5080,Hatity,Hatity_4.4,1.37,Software
5081,Quo Lux,Quo Lux_8.32,5.97,Hardware
5082,Temp,Temp_8.8,2.78,Service
5083,Latlux,Latlux_0.45,7.71,Service
5084,Cookley,Cookley_0.69,8.55,Hardware
5085,Flexidy,Flexidy_0.6.7,3.39,Hardware
5086,Matsoft,Matsoft_0.48,9.14,Service
5087,Quo Lux,Quo Lux_9.46,2.15,Service
5088,Otcom,Otcom_0.2.7,8.54,Hardware
5089,Veribet,Veribet_3.9.2,0.82,Hardware
5090,Hatity,Hatity_3.1.1,3.06,Software
5091,Sonair,Sonair_0.9.0,7.2,Software
5092,Bamity,Bamity_2.8.3,6.81,Service
5093,Tres-Zap,Tres-Zap_2.39,2.44,Service
5094,Zaam-Dox,Zaam-Dox_3.0.7,0.14,Service
5095,Quo Lux,Quo Lux_4.3,5.13,Software
5096,Bytecard,Bytecard_0.5.4,8.71,Service
5097,Toughjoyfax,Toughjoyfax_4.5,2.89,Hardware
5098,Toughjoyfax,Toughjoyfax_0.74,2.04,Software
5099,Toughjoyfax,Toughjoyfax_5.86,1.07,Service
5100,Fixflex,Fixflex_4.2,9.43,Software
5101,Tin,Tin_5.09,8.47,Service
5102,Veribet,Veribet_9.66,6.22,Hardware
5103,Zontrax,Zontrax_9.1.5,7.18,Hardware
5104,Voyatouch,Voyatouch_0.76,2.39,Service
5105,Voltsillam,Voltsillam_0.11,8.18,Service
5106,Keylex,Keylex_5.0,0.22,Software
5107,Tresom,Tresom_0.9.1,0.45,Hardware
5108,Bitchip,Bitchip_4.0,1.44,Hardware
5109,Voltsillam,Voltsillam_0.4.7,1.59,Service
5110,Bitwolf,Bitwolf_0.2.2,9.45,Hardware
5111,Rank,Rank_0.5.7,6.77,Software
5112,Alpha,Alpha_0.85,4.66,Service
5113,Zamit,Zamit_9.6.2,3.97,Hardware
5114,Treeflex,Treeflex_7.5,4.71,Software
5115,Sonair,Sonair_8.9,5.19,Software
5116,Zamit,Zamit_0.1.7,6.4,Service
5117,Andalax,Andalax_0.4.6,9.69,Service
5118,Redhold,Redhold_0.55,0.55,Hardware
5119,Ronstring,Ronstring_0.85,0.9,Software
5120,Transcof,Transcof_1.13,2.74,Hardware
5121,Solarbreeze,Solarbreeze_6.67,3.58,Hardware
5122,Cookley,Cookley_0.73,9.56,Software
5123,Bamity,Bamity_8.25,1.08,Service
5124,Sonsing,Sonsing_2.3,7.71,Service
5125,Greenlam,Greenlam_6.1.5,6.99,Service
5126,Alphazap,Alphazap_5.3.5,1.25,Service
5127,Toughjoyfax,Toughjoyfax_0.2.4,3.79,Service
5128,Greenlam,Greenlam_0.2.5,4.83,Software
5129,Tresom,Tresom_0.17,7.53,Software
5130,Tres-Zap,Tres-Zap_4.15,6.27,Service
5131,Zontrax,Zontrax_5.76,1.3,Service
5132,Span,Span_5.87,0.03,Service
5133,Viva,Viva_9.60,8.56,Hardware
5134,Alpha,Alpha_8.8,6.59,Software
5135,Tin,Tin_6.2,4.64,Software
5136,Asoka,Asoka_2.57,4.8,Hardware
5137,Zaam-Dox,Zaam-Dox_9.7,9.34,Software
5138,Stim,Stim_7.3.3,9.08,Hardware
5139,Latlux,Latlux_2.94,6.88,Software
5140,Hatity,Hatity_4.12,3.88,Service
5141,Ronstring,Ronstring_8.9,0.08,Hardware
5142,Tin,Tin_0.6.3,0.08,Software
5143,Fixflex,Fixflex_3.6,0.53,Software
5144,Konklab,Konklab_8.4.4,3.39,Hardware
5145,Bamity,Bamity_0.4.7,9.78,Hardware
5146,Daltfresh,Daltfresh_2.8.8,4.77,Hardware
5147,Cookley,Cookley_3.8.0,6.72,Service
5148,Flowdesk,Flowdesk_5.8,2.41,Software
5149,Zamit,Zamit_0.72,5.67,Hardware
5150,Holdlamis,Holdlamis_0.62,3.61,Hardware
5151,Bitwolf,Bitwolf_3.51,0.14,Hardware
5152,Fixflex,Fixflex_9.1,2.47,Software
5153,Tempsoft,Tempsoft_5.4.9,4.65,Software
5154,Tresom,Tresom_1.6.1,8.24,Hardware
5155,Regrant,Regrant_7.50,5.44,Software
5156,Bitwolf,Bitwolf_5.14,8.13,Software
5157,Regrant,Regrant_8.5,2.39,Hardware
5158,Regrant,Regrant_0.8.9,0.61,Hardware
5159,Veribet,Veribet_0.8.6,1.12,Hardware
5160,Holdlamis,Holdlamis_9.24,1,Hardware
5161,Konklab,Konklab_0.17,6.18,Software
5162,Fix San,Fix San_4.27,1.14,Software
5163,Bitchip,Bitchip_9.27,3.49,Software
5164,Cardguard,Cardguard_7.17,0.83,Service
5165,Zamit,Zamit_4.32,9.68,Hardware
5166,Voltsillam,Voltsillam_6.81,3.94,Hardware
5167,Opela,Opela_0.3.7,7.49,Service
5168,Tampflex,Tampflex_0.30,4.01,Service
5169,Voltsillam,Voltsillam_0.76,4.9,Hardware
5170,Bamity,Bamity_0.82,4.71,Software
5171,Solarbreeze,Solarbreeze_8.9,2.98,Hardware
5172,Asoka,Asoka_0.93,6.69,Hardware
5173,Andalax,Andalax_0.58,4.43,Hardware
5174,Home Ing,Home Ing_1.3.5,0.77,Service
5175,Otcom,Otcom_8.2,7.96,Service
5176,Subin,Subin_3.9,2.35,Software
5177,Wrapsafe,Wrapsafe_1.2,8.47,Software
5178,Lotstring,Lotstring_5.57,2.38,Software
5179,Andalax,Andalax_0.3.0,0.07,Software
5180,Holdlamis,Holdlamis_0.32,2.4,Software
5181,Keylex,Keylex_9.68,9.21,Software
5182,Viva,Viva_4.16,7.59,Hardware
5183,Quo Lux,Quo Lux_4.8.8,0.6,Service
5184,Tresom,Tresom_4.55,7.21,Hardware
5185,Opela,Opela_6.1,7.87,Hardware
5186,Holdlamis,Holdlamis_6.32,5.62,Software
5187,Tempsoft,Tempsoft_0.24,4.86,Service
5188,Bigtax,Bigtax_1.6.6,8.83,Software
5189,Overhold,Overhold_9.57,7.13,Software
5190,Transcof,Transcof_0.2.6,2.45,Software
5191,Duobam,Duobam_4.8,7.19,Software
5192,Tresom,Tresom_2.0,1.4,Software
5193,Mat Lam Tam,Mat Lam Tam_7.4,3,Software
5194,Zontrax,Zontrax_9.7.8,5.36,Software
5195,Keylex,Keylex_6.2,3.5,Software
5196,Asoka,Asoka_5.3.7,3.66,Software
5197,Stim,Stim_2.8,5.55,Hardware
5198,Biodex,Biodex_0.78,5.06,Service
5199,Opela,Opela_6.6,4.18,Hardware
5200,Greenlam,Greenlam_0.4.8,1.27,Software
5201,Bigtax,Bigtax_9.27,7.15,Software
5202,Bigtax,Bigtax_2.0,6.25,Service
5203,Andalax,Andalax_0.7.8,2.59,Software
5204,Bitchip,Bitchip_0.2.9,6.78,Service
5205,Voltsillam,Voltsillam_0.84,0.63,Software
5206,Stronghold,Stronghold_7.0.5,3.42,Software
5207,Biodex,Biodex_5.1.2,6.27,Hardware
5208,Bitchip,Bitchip_0.6.2,7.48,Service
5209,Bytecard,Bytecard_8.2,6.5,Service
5210,Bitchip,Bitchip_0.8.8,2.34,Software
5211,Tempsoft,Tempsoft_7.6.2,0.27,Service
5212,Tin,Tin_0.78,1.54,Hardware
5213,Asoka,Asoka_2.5,0.61,Service
5214,Zathin,Zathin_0.2.4,3.61,Service
5215,Treeflex,Treeflex_8.1,9.34,Hardware
5216,Zoolab,Zoolab_1.9.8,3.76,Software
5217,Fixflex,Fixflex_9.9.5,3.33,Software
5218,Ventosanzap,Ventosanzap_9.70,5.62,Service
5219,Sonsing,Sonsing_0.2.3,8.23,Software
5220,Biodex,Biodex_0.6.2,3.3,Hardware
5221,Veribet,Veribet_8.03,9.27,Service
5222,Bitchip,Bitchip_0.8.9,6.74,Service
5223,Daltfresh,Daltfresh_0.8.9,4.79,Service
5224,Redhold,Redhold_7.1.9,5.92,Hardware
5225,Stronghold,Stronghold_9.0.4,6.17,Software
5226,Flowdesk,Flowdesk_0.9.4,6.06,Software
5227,Matsoft,Matsoft_1.9.7,7.44,Hardware
5228,Daltfresh,Daltfresh_7.8,7.03,Software
5229,Fixflex,Fixflex_0.2.5,7.56,Hardware
5230,Alpha,Alpha_3.6,4.86,Service
5231,Sub-Ex,Sub-Ex_2.5.5,8.28,Software
5232,Vagram,Vagram_3.41,0.07,Software
5233,Span,Span_0.4.8,7.36,Software
5234,Tresom,Tresom_0.2.1,8.43,Hardware
5235,Span,Span_0.81,9.91,Hardware
5236,Greenlam,Greenlam_0.59,0.98,Hardware
5237,Zontrax,Zontrax_0.61,7.99,Hardware
5238,Flowdesk,Flowdesk_5.0.8,8.13,Service
5239,Sub-Ex,Sub-Ex_0.6.8,0.85,Software
5240,Hatity,Hatity_4.2.1,0.78,Hardware
5241,Flexidy,Flexidy_3.1.2,0.39,Software
5242,Viva,Viva_0.3.1,9.45,Hardware
5243,Voltsillam,Voltsillam_0.86,8.69,Service
5244,Cardify,Cardify_4.52,4.48,Software
5245,Stim,Stim_6.6,2.33,Hardware
5246,Home Ing,Home Ing_1.2,4.67,Service
5247,Transcof,Transcof_2.9,1.66,Software
5248,Regrant,Regrant_5.2.7,4.44,Hardware
5249,Namfix,Namfix_0.6.0,7.29,Service
5250,Cardguard,Cardguard_7.11,7.88,Hardware
5251,Domainer,Domainer_6.5.1,0.8,Service
5252,Regrant,Regrant_4.58,3.04,Service
5253,Zontrax,Zontrax_0.93,5.88,Software
5254,Keylex,Keylex_0.64,0.84,Service
5255,Latlux,Latlux_4.5.2,7.55,Hardware
5256,Sub-Ex,Sub-Ex_2.86,5.56,Software
5257,Stringtough,Stringtough_3.4.9,5.88,Hardware
5258,Holdlamis,Holdlamis_0.9.3,5.67,Hardware
5259,Greenlam,Greenlam_3.0,0.78,Service
5260,Hatity,Hatity_5.8.8,5.11,Software
5261,Bamity,Bamity_0.6.8,6.42,Software
5262,Bamity,Bamity_7.10,5.25,Hardware
5263,Aerified,Aerified_2.0.8,2.74,Service
5264,Bigtax,Bigtax_0.94,4.51,Hardware
5265,Alphazap,Alphazap_5.9,0.69,Service
5266,Rank,Rank_0.9.5,7.57,Service
5267,Konklux,Konklux_5.8,4.14,Service
5268,Domainer,Domainer_6.0.1,9.14,Service
5269,Job,Job_0.7.6,6.8,Service
5270,Alphazap,Alphazap_1.7,8.42,Service
5271,Bytecard,Bytecard_6.3,7.76,Hardware
5272,Alpha,Alpha_0.75,7.56,Service
5273,Voyatouch,Voyatouch_0.7.6,9.34,Hardware
5274,Regrant,Regrant_4.7.7,0.16,Software
5275,Zaam-Dox,Zaam-Dox_5.41,6.33,Software
5276,Bitwolf,Bitwolf_2.84,1.51,Service
5277,Sonsing,Sonsing_2.8.3,7.78,Software
5278,Duobam,Duobam_0.1.4,7.72,Service
5279,Andalax,Andalax_2.9,5.31,Service
5280,Duobam,Duobam_8.40,3.92,Software
5281,Sub-Ex,Sub-Ex_0.31,7.94,Service
5282,Konklux,Konklux_6.6,7.47,Software
5283,Alphazap,Alphazap_1.9,3.64,Service
5284,Wrapsafe,Wrapsafe_6.48,4.8,Hardware
5285,Daltfresh,Daltfresh_1.4.5,8.04,Hardware
5286,Domainer,Domainer_0.19,9.37,Software
5287,Alpha,Alpha_0.5.3,8.92,Hardware
5288,Span,Span_3.5,2.83,Service
5289,Fixflex,Fixflex_0.8.1,6.41,Hardware
5290,Treeflex,Treeflex_7.4,9.85,Service
5291,Alpha,Alpha_0.8.0,8.95,Software
5292,Lotstring,Lotstring_0.24,7.38,Hardware
5293,Ronstring,Ronstring_0.33,8.63,Software
5294,Transcof,Transcof_7.4.5,3.74,Hardware
5295,Lotlux,Lotlux_0.66,5.61,Hardware
5296,Fintone,Fintone_8.56,5.92,Hardware
5297,Otcom,Otcom_0.56,7.72,Service
5298,Tres-Zap,Tres-Zap_0.84,2.34,Hardware
5299,Kanlam,Kanlam_2.74,8.5,Software
5300,Flowdesk,Flowdesk_5.5,7.16,Software
5301,Zamit,Zamit_0.24,2.84,Software
5302,Toughjoyfax,Toughjoyfax_1.8,8.85,Service
5303,Alpha,Alpha_4.2,5.67,Software
5304,Bytecard,Bytecard_0.41,1.08,Hardware
5305,Sonsing,Sonsing_3.01,6.14,Hardware
5306,Fixflex,Fixflex_8.2.3,0.06,Service
5307,It,It_2.7,4.69,Software
5308,Andalax,Andalax_0.9.3,5.97,Service
5309,Bamity,Bamity_1.7.9,1.4,Software
5310,Tin,Tin_0.48,0.96,Service
5311,Wrapsafe,Wrapsafe_8.5,4.84,Service
5312,Matsoft,Matsoft_3.0,0.92,Hardware
5313,Sonair,Sonair_0.13,5.64,Service
5314,Opela,Opela_1.4.6,9.55,Software
5315,Keylex,Keylex_2.6.7,2.52,Hardware
5316,Daltfresh,Daltfresh_9.0.9,0.38,Service
5317,Toughjoyfax,Toughjoyfax_6.3.2,6.29,Software
5318,Namfix,Namfix_8.9.7,0.79,Service
5319,Temp,Temp_0.29,9.48,Hardware
5320,Alpha,Alpha_0.72,7.04,Hardware
5321,Zoolab,Zoolab_6.1.1,1.9,Hardware
5322,Ronstring,Ronstring_6.7.9,4.26,Hardware
5323,Voltsillam,Voltsillam_5.9,4.93,Service
5324,Tin,Tin_0.71,6.82,Software
5325,Zontrax,Zontrax_3.34,1.47,Service
5326,Wrapsafe,Wrapsafe_9.3,9.53,Hardware
5327,Bitchip,Bitchip_0.1.6,2.94,Service
5328,Konklux,Konklux_9.9.1,7.73,Software
5329,Veribet,Veribet_0.2.8,5.13,Service
5330,Aerified,Aerified_0.5.6,5.54,Hardware
5331,Sub-Ex,Sub-Ex_9.2.9,6.88,Service
5332,Redhold,Redhold_7.2.8,4.37,Hardware
5333,Solarbreeze,Solarbreeze_7.6.9,2.65,Service
5334,Prodder,Prodder_7.8.0,8.35,Software
5335,Span,Span_0.5.3,2.53,Hardware
5336,It,It_7.2,5.38,Service
5337,Subin,Subin_0.1.1,0.54,Software
5338,Treeflex,Treeflex_7.9.7,8.45,Software
5339,Span,Span_0.89,0.92,Hardware
5340,Sonsing,Sonsing_3.52,3.95,Service
5341,Bitwolf,Bitwolf_1.56,7.44,Software
5342,Namfix,Namfix_7.26,0.52,Service
5343,Latlux,Latlux_8.1.7,0.95,Software
5344,Veribet,Veribet_2.6.5,5.87,Software
5345,Alphazap,Alphazap_6.40,7.06,Service
5346,Zathin,Zathin_7.7,6.56,Software
5347,Zoolab,Zoolab_0.12,2.59,Hardware
5348,Cardguard,Cardguard_0.89,6.64,Hardware
5349,Tin,Tin_1.0,1.91,Service
5350,Quo Lux,Quo Lux_4.8,2.82,Hardware
5351,Solarbreeze,Solarbreeze_0.21,6.45,Service
5352,Lotstring,Lotstring_9.69,4.12,Hardware
5353,Bamity,Bamity_0.58,5.16,Service
5354,Rank,Rank_0.1.2,4.28,Service
5355,Job,Job_8.2.9,5.24,Hardware
5356,Kanlam,Kanlam_4.7,1.99,Service
5357,Overhold,Overhold_0.9.8,6.77,Service
5358,Viva,Viva_5.3.4,7.67,Service
5359,Lotstring,Lotstring_0.3.4,2.26,Software
5360,Asoka,Asoka_0.8.2,7.37,Hardware
5361,Zoolab,Zoolab_0.9.7,4.71,Service
5362,It,It_2.0,6.91,Software
5363,Temp,Temp_0.97,1.45,Hardware
5364,Alpha,Alpha_1.1.6,2.2,Hardware
5365,Sonair,Sonair_0.3.9,5.34,Service
5366,It,It_8.66,3.68,Hardware
5367,Cardguard,Cardguard_0.90,3.09,Hardware
5368,Transcof,Transcof_0.88,1.86,Service
5369,Vagram,Vagram_3.82,9.11,Service
5370,Solarbreeze,Solarbreeze_8.5.6,2.53,Hardware
5371,Bamity,Bamity_8.2,0.09,Hardware
5372,Matsoft,Matsoft_0.46,8.34,Hardware
5373,Vagram,Vagram_0.4.1,4.98,Hardware
5374,Flexidy,Flexidy_0.27,5.38,Software
5375,Voyatouch,Voyatouch_3.4.0,5.78,Hardware
5376,Flowdesk,Flowdesk_6.6,2.34,Hardware
5377,Bamity,Bamity_0.4.1,9.97,Software
5378,Bitchip,Bitchip_0.44,2.81,Software
5379,Namfix,Namfix_0.71,3.02,Hardware
5380,It,It_8.7,1.43,Service
5381,Solarbreeze,Solarbreeze_0.81,4.93,Software
5382,Home Ing,Home Ing_0.1.6,8.33,Software
5383,Sonair,Sonair_5.8,5.37,Service
5384,Redhold,Redhold_8.31,9.15,Hardware
5385,Wrapsafe,Wrapsafe_8.88,8.9,Service
